GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
22	rs6983267	8	128407443	rs10505477	2017-03-24	26965516	Zeng C	2016-03-08	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/26965516	Identification of Susceptibility Loci and Genes for Colorectal Cancer Risk.	Colorectal cancer	4,508 East Asian ancestry cases, 16,588 East Asian ancestry controls	11,044 East Asian ancestry cases, 18,036 East Asian ancestry controls	8q24.21	NR	PCAT1, POU5F1B, CASC8			ENSG00000253438, ENSG00000212993, ENSG00000246228			rs10505477-A	rs10505477	0	10505477	intron_variant	0	0.38	3E-13	12.522878745280337		1.15	[1.11-1.20]	Affymetrix, Illumina [~ 4000000] (imputed)	N
22	rs6983267	8	128407443	rs10505477	2017-05-25	28139693	Hoffmann TJ	2017-01-31	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/28139693	Genome-wide association study of prostate-specific antigen levels identifies novel loci independent of prostate cancer.	Prostate-specific antigen levels	28,503 European ancestry individuals	2,716 Latino individuals, 2,518 East Asian ancestry individuals, 1,585 African American individuals, 6,193 European ancestry individuals (later diagnosed with prostate cancer), 5,603 European ancestry individuals	8q24.21	MYC	PCAT1, POU5F1B, CASC8			ENSG00000253438, ENSG00000212993, ENSG00000246228			rs10505477-A	rs10505477	0	10505477	intron_variant	0	0.49	7E-21	20.154901959985743		0.0525797	[0.042-0.064] unit increase	Affymetrix [10109774] (imputed)	N
22	rs6983267	8	128407443	rs10505477	2017-10-20	28960316	Tanskanen T	2017-09-28	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28960316	Genome-wide association study and meta-analysis in Northern European populations replicate multiple colorectal cancer risk loci.	Colorectal cancer	1,701 Finnish ancestry cases, 14,082 Finnish ancestry controls	11,647 European ancestry cases, 12,356 European ancestry controls	8q24.21	LOC101930033, CCAT2	PCAT1, POU5F1B, CASC8			ENSG00000253438, ENSG00000212993, ENSG00000246228			rs10505477-A	rs10505477	0	10505477	intron_variant	0	NR	3E-22	21.522878745280337		1.19	[1.15-1.23]	Illumina [9068015] (imputed)	N
22	rs6983267	8	128410948	rs12682374	2018-05-18	29471430	Tanikawa C	2018-02-17	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/29471430	GWAS Identifies Two Novel Colorectal Cancer Loci at 16q24.1 and 20q13.12.	Colorectal cancer	6,692 Japanese ancestry cases, 27,178 Japanese ancestry controls	3,713 Japanese ancestry cases, 7,333 Japanese ancestry controls	8q24.21	NR	CASC8, PCAT1, POU5F1B			ENSG00000246228, ENSG00000253438, ENSG00000212993			rs12682374-C	rs12682374	0	12682374	intron_variant	0	NR	7E-29	28.154901959985743		1.2033695	[1.16-1.24]	Illumina [6774630] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2008-06-16	17401363	Yeager M	2007-04-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17401363	Genome-wide association study of prostate cancer identifies a second risk locus at 8q24.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,124 European ancestry cases, 3,142 European ancestry controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.50	9E-13	12.045757490560675		1.26	[1.13-1.41]	Illumina [538548]	N
22	rs6983267	8	128413305	rs6983267	2008-06-16	17618284	Tomlinson I	2007-07-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/17618284	A genome-wide association scan of tag SNPs identifies a susceptibility variant for colorectal cancer at 8q24.21.	Colorectal cancer	930 European ancestry cases, 960 European ancestry controls	7,334 European ancestry cases, 5,246 European ancestry controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.49	1E-14	14.0		1.27	[1.16-1.39]	Illumina [547647]	N
22	rs6983267	8	128413305	rs6983267	2008-06-16	18264096	Thomas G	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264096	Multiple loci identified in a genome-wide association study of prostate cancer.	Prostate cancer	1,172 European ancestry cases, 1,157 European ancestry controls	3,941 European ancestry cases, 3,964 European ancestry controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.53	7E-12	11.154901959985743		1.28	[1.15-1.45]	Illumina [527869]	N
22	rs6983267	8	128413305	rs6983267	2008-06-16	18264097	Eeles RA	2008-02-10	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18264097	Multiple newly identified loci associated with prostate cancer susceptibility.	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	3,268 European ancestry cases, 3,366 European ancestry controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.49	9E-13	12.045757490560675		1.42	[NR]	Illumina [541129]	N
22	rs6983267	8	128413305	rs6983267	2008-06-16	18372905	Tomlinson IP	2008-03-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18372905	A genome-wide association study identifies colorectal cancer susceptibility loci on chromosomes 10p14 and 8q23.3.	Colorectal cancer	922 European ancestry cases, 927 European ancestry controls	17,089 European ancestry cases, 16,862 European ancestry controls, 783 cases, 664 controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-?	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.48	7E-11	10.154901959985743		1.24	[1.17-1.33]	Illumina [547647]	N
22	rs6983267	8	128413305	rs6983267	2011-02-25	21242260	Cui R	2011-01-17	Gut	www.ncbi.nlm.nih.gov/pubmed/21242260	Common variant in 6q26-q27 is associated with distal colon cancer in an Asian population.	Colorectal cancer	1,583 Japanese ancestry cases, 1,898 Japanese ancestry controls	4,584 Japanese ancestry cases, 225 Korean ancestry distal cases, 2,973 East Asian ancestry controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.34	2E-8	7.698970004336019	(colorectal cancer)	1.18	[1.11-1.25]	Illumina [391749]	N
22	rs6983267	8	128413305	rs6983267	2011-07-30	21743057	Schumacher FR	2011-07-08	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/21743057	Genome-wide association study identifies new prostate cancer susceptibility loci.	Prostate cancer	2,782 European ancestry cases, 4,458 European ancestry controls	7,358 European ancestry cases, 6,732 European ancestry controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	NR	9E-6	5.045757490560675		1.2	[1.11-1.32]	Illumina [571243]	N
22	rs6983267	8	128413305	rs6983267	2013-02-19	23266556	Peters U	2012-12-21	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/23266556	Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.	Colorectal cancer	12,696 European ancestry colorectal tumor cases, 15,113 European ancestry controls	958 European ancestry colorectal tumor cases, 909 European ancestry controls, up to 2,098 East Asian ancestry colorectal tumor cases, up to 5,749 East Asian ancestry controls	8q24.21	MYC	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.5	1E-11	11.0		1.13	[1.09-1.18]	Affymetrix, Illumina [2708280] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2014-11-07	24753544	Knipe DW	2014-04-21	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/24753544	Genetic variation in prostate-specific antigen-detected prostate cancer and the effect of control selection on genetic association studies.	Prostate cancer	1,146 European ancestry cases, 1,804 European ancestry controls	1,854 European ancestry cases, 1,437 European ancestry controls	8q24.21	SRRM1P1, POU5F1B	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0		4E-15	14.397940008672037		0.29	[0.22-0.36] unit increase	Illumina [514432] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2014-11-09	24740154	Lange EM	2014-04-16	PLoS One	www.ncbi.nlm.nih.gov/pubmed/24740154	Genome-wide association scan for variants associated with early-onset prostate cancer.	Prostate cancer (early onset)	931 European ancestry cases, 4,120 European ancestry controls	2,571 European ancestry cases, 921 European ancestry controls	8q24.21	NR	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	NR	1E-8	8.0		1.36	[NR]	Illumina [2639562] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2014-11-29	24836286	Zhang B	2014-05-18	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/24836286	Large-scale genetic study in East Asians identifies six new loci associated with colorectal cancer risk.	Colorectal cancer	2,098 East Asian ancestry cases, 6,172 East Asian ancestry controls	12,865 East Asian ancestry cases, 25,773 East Asian ancestry controls, up to 16,984 European ancestry cases, up to 18,262 European ancestry controls	8q24.21	intergenic	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.38	5E-14	13.301029995663981	(East Asian)	1.14	[1.10-1.18]	Affymetrix, Illumina [2400000] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2016-02-12	25939597	Berndt SI	2015-05-05	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/25939597	Two susceptibility loci identified for prostate cancer aggressiveness.	Prostate cancer	4,600 European ancestry cases, 2,941 European ancestry controls	7,779 European ancestry cases, 7,623 European ancestry controls	8q24.21	NR	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.499	4E-10	9.397940008672037		1.23	[1.15-1.32]	Illumina [1531807] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2016-06-10	26151821	Schumacher FR	2015-07-07	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/26151821	Genome-wide association study of colorectal cancer identifies six new susceptibility loci.	Colorectal cancer	18,299 European ancestry cases, 19,656 European ancestry controls	4,725 East Asian ancestry cases, 9,969 East Asian ancestry controls	8q24.21	MYC	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.5	4E-14	13.397940008672037		1.1235955	[1.09-1.15]	Affymetrix, Illumina [~ 2500000] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	8q24.21	NR	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.51	3E-24	23.522878745280337	(European)	1.25	[1.20-1.31]	Affymetrix [up to 19977088] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2016-07-15	26034056	Hoffmann TJ	2015-06-01	Cancer Discov	www.ncbi.nlm.nih.gov/pubmed/26034056	A large multiethnic genome-wide association study of prostate cancer identifies novel risk variants and substantial ethnic differences.	Prostate cancer	6,406 European ancestry cases, 601 African American cases, 288 East Asian ancestry cases, 488 Latino cases30,866 European ancestry controls, 1,650 African American controls, 2,938 East Asian ancestry controls, 3,141 Latino controls	4,599 European ancestry cases, 2,265 African American cases, 2,940 European ancestry controls, 2,414 African American controls	8q24.21	NR	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.51	3E-27	26.522878745280337		1.25	[1.20-1.30]	Affymetrix [up to 19977088] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2017-03-24	26965516	Zeng C	2016-03-08	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/26965516	Identification of Susceptibility Loci and Genes for Colorectal Cancer Risk.	Colorectal cancer	4,508 East Asian ancestry cases, 16,588 East Asian ancestry controls	11,044 East Asian ancestry cases, 18,036 East Asian ancestry controls	8q24.21	NR	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.38	5E-14	13.301029995663981		1.14	[1.10-1.18]	Affymetrix, Illumina [~ 4000000] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2017-10-20	28960316	Tanskanen T	2017-09-28	Int J Cancer	www.ncbi.nlm.nih.gov/pubmed/28960316	Genome-wide association study and meta-analysis in Northern European populations replicate multiple colorectal cancer risk loci.	Colorectal cancer	1,701 Finnish ancestry cases, 14,082 Finnish ancestry controls	11,647 European ancestry cases, 12,356 European ancestry controls	8q24.21	CCAT2, LOC101930033	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	NR	2E-21	20.69897000433602		1.18	[1.18-1.18]	Illumina [9068015] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2018-05-18	29471430	Tanikawa C	2018-02-17	Carcinogenesis	www.ncbi.nlm.nih.gov/pubmed/29471430	GWAS Identifies Two Novel Colorectal Cancer Loci at 16q24.1 and 20q13.12.	Colorectal cancer	6,692 Japanese ancestry cases, 27,178 Japanese ancestry controls	3,713 Japanese ancestry cases, 7,333 Japanese ancestry controls	8q24.21	POU5F1B	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-?	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.332	1E-19	19.0		1.2033695	[1.16-1.25]	Illumina [6774630] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2018-08-21	29917119	Schmit SL	2018-06-16	J Natl Cancer Inst	www.ncbi.nlm.nih.gov/pubmed/29917119	Novel Common Genetic Susceptibility Loci for Colorectal Cancer.	Colorectal cancer	36,948 European ancestry cases, 30,864 European ancestry controls	12,952 European ancestry cases, 48,383 European ancestry controls, 8,580 East Asian ancestry cases, 13,050 East Asian ancestry controls, 1,611 Hispanic cases, 4,330 Hispanic controls, 1,894 African American cases, 4,703 African American controls	8q24.21	NR	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.499	8E-27	26.096910013008056	(EA)	1.1363636	[1.11-1.16]	Affymetrix, Illumina [12931465] (imputed)	N
22	rs6983267	8	128413305	rs6983267	2019-04-09	30529582	Lu Y	2018-12-06	Gastroenterology	www.ncbi.nlm.nih.gov/pubmed/30529582	Large-scale Genome-wide Association Study of East Asians Identifies Loci Associated With Risk for Colorectal Cancer.	Colorectal cancer	22,775 East Asian ancestry cases, 47,731 East Asian ancestry controls	NA	8q24.21	POU5F1B	CCAT2, POU5F1B, PCAT1, CASC8			ENSG00000280997, ENSG00000212993, ENSG00000253438, ENSG00000246228			rs6983267-G	rs6983267	0	6983267	non_coding_transcript_exon_variant	0	0.39	1E-31	31.0		1.17	[1.14-1.20]	Affymetrix, Illumina [up to 10700000] (imputed)	N
22	rs3847137	8	128424792	rs7014346	2008-06-16	18372901	Tenesa A	2008-03-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/18372901	Genome-wide association scan identifies a colorectal cancer susceptibility locus on 11q23 and replicates risk loci at 8q24 and 18q21.	Colorectal cancer	981 European ancestry cases, 1,002 European ancestry controls	10,287 European ancestry cases, 10,401 European ancestry controls, 4,400 Japanese ancestry cases, 3,179 Japanese ancestry controls, 1,789 cases, 1,771 controls	8q24.21	POU5FIP1, HsG57825, DQ515897	PCAT1, POU5F1B, CASC8			ENSG00000253438, ENSG00000212993, ENSG00000246228			rs7014346-A	rs7014346	0	7014346	intron_variant	0	0.18	9E-26	25.045757490560675		1.19	[1.15-1.23]	Illumina [541628]	N
22	rs3847137	8	128424792	rs7014346	2016-02-13	25990418	Al-Tassan NA	2015-05-20	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/25990418	A new GWAS and meta-analysis with 1000Genomes imputation identifies novel risk variants for colorectal cancer.	Colorectal cancer	7,577 European ancestry cases, 9,979 European ancestry controls	NA	8q24.21	MYC	PCAT1, POU5F1B, CASC8			ENSG00000253438, ENSG00000212993, ENSG00000246228			rs7014346-A	rs7014346	0	7014346	intron_variant	0	0.34	6E-15	14.221848749616356		1.19	[NR]	Affymetrix, Illumina [~ 10000000] (imputed)	N
